382 & 1029 & 314 & 547 \\ 
386 & 1048 & 364 & 701 \\ 
387 & 1321 & 324 & 557 \\ 
380 & 1305 & 356 & 679 \\ 
393 & 1058 & 325 & 585 \\ 
370 & 1058 & 367 & 716 \\ 
393 & 1253 & 342 & 591 \\ 
375 & 1255 & 363 & 718 \\ 
0 & 0 & 0 & 0 \\ 
391 & 1041 & 318 & 594 \\ 
391 & 1041 & 384 & 732 \\ 
389 & 1275 & 325 & 597 \\ 
390 & 1262 & 370 & 731 \\ 

407 & 1060 & 320 & 595 \\ 
401 & 1067 & 387 & 721 \\ 
403 & 1289 & 345 & 592 \\ 
399 & 1291 & 361 & 718 \\ 
0 & 0 & 0 & 0 \\ 
370 & 1009 & 317 & 553 \\ 
374 & 1022 & 366 & 701 \\ 
363 & 1234 & 319 & 547 \\ 
366 & 1228 & 357 & 680 \\ 

397 & 1038 & 320 & 604 \\ 
379 & 1050 & 369 & 719 \\ 
412 & 1326 & 360 & 632 \\ 
423 & 1347 & 391 & 766 \\ 
0 & 0 & 0 & 0 \\ 
383 & 1055 & 332 & 577 \\ 
368 & 1013 & 363 & 693 \\ 
363 & 1238 & 322 & 550 \\ 
363 & 1225 & 356 & 679 \\ 

395 & 1030 & 316 & 601 \\ 
380 & 1051 & 369 & 719 \\ 
397 & 1266 & 343 & 610 \\ 
394 & 1265 & 368 & 721 \\ 
0 & 0 & 0 & 0 \\ 
368 & 1045 & 330 & 554 \\ 
382 & 1047 & 383 & 722 \\ 
373 & 1301 & 333 & 574 \\ 
369 & 1264 & 377 & 714 \\ 

402 & 1043 & 324 & 602 \\ 
390 & 1080 & 383 & 736 \\ 
421 & 1328 & 360 & 631 \\ 
398 & 1278 & 379 & 733 \\ 
0 & 0 & 0 & 0 \\ 
373 & 1008 & 322 & 560 \\ 
378 & 1016 & 368 & 715 \\ 
369 & 1228 & 321 & 555 \\ 
375 & 1232 & 360 & 699 \\ 

391 & 1033 & 327 & 586 \\ 
372 & 1033 & 371 & 726 \\ 
390 & 1242 & 342 & 592 \\ 
369 & 1244 & 363 & 707 \\ 
0 & 0 & 0 & 0 \\ 
382 & 1030 & 323 & 567 \\ 
385 & 1032 & 369 & 708 \\ 
369 & 1230 & 319 & 547 \\ 
372 & 1225 & 355 & 682 \\ 

392 & 1037 & 328 & 591 \\ 
371 & 1030 & 368 & 720 \\ 
